Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/model/predict_coordinates,1356,16,38000.0,55519.524311947054,451.6370999990613,627222.026499996,21.216076696165192,1.50880122424285,0.017802964297850735,38000,43000,47000,51000,119000,169000,243000,300000,562000,627000,627000
,Aggregated,1356,16,38000.0,55519.524311947054,451.6370999990613,627222.026499996,21.216076696165192,1.50880122424285,0.017802964297850735,38000,43000,47000,51000,119000,169000,243000,300000,562000,627000,627000
