Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/model/predict_coordinates,1523,5,3000.0,3399.551240643479,1083.4728000008909,14655.615400002716,21.391332895600787,1.6931130694765246,0.0055584802018270665,3000,3600,4100,4400,5300,6100,7100,8400,13000,15000,15000
,Aggregated,1523,5,3000.0,3399.551240643479,1083.4728000008909,14655.615400002716,21.391332895600787,1.6931130694765246,0.0055584802018270665,3000,3600,4100,4400,5300,6100,7100,8400,13000,15000,15000
