Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/model/predict_coordinates,538,4,8300.0,13454.954486245382,1228.5275000012916,176916.8635999995,21.317843866171003,0.6124904714683863,0.0045538325016236895,8300,10000,11000,13000,27000,41000,68000,106000,177000,177000,177000
,Aggregated,538,4,8300.0,13454.954486245382,1228.5275000012916,176916.8635999995,21.317843866171003,0.6124904714683863,0.0045538325016236895,8300,10000,11000,13000,27000,41000,68000,106000,177000,177000,177000
