Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/model/predict_coordinates,557,8,100000.0,123667.21303464993,1696.0634999995818,785260.6441999996,21.127468581687612,0.6195617285390116,0.008898552654061209,100000,107000,112000,123000,273000,377000,452000,551000,785000,785000,785000
,Aggregated,557,8,100000.0,123667.21303464993,1696.0634999995818,785260.6441999996,21.127468581687612,0.6195617285390116,0.008898552654061209,100000,107000,112000,123000,273000,377000,452000,551000,785000,785000,785000
